id;age;gender;marital_status;region;education;occupation;account;subscription_period;weekly_usage_time;subscription_type;watch_with;major_platform;other_major_platform;platforms;user_friendliness;satisfaction;price_quality;future_user;preference;genre_1;genre_2;genre_3;n_episodes;additional_accounts;time_preference;suggestion;reason_no_netflix;other_platform
642;22;male;single;Emilia-Romagna;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;thriller;drama;romantic;one-2 episodes;yes;;;other platforms;prime video
643;26;female;single;Lazio;upper secondary school diploma;student;si;over 24 months ;0;standard;;no;prime video ;prime video;very;a little;a little;;movies;drama;comedy;romantic;one-2 episodes;yes;early evening;contents;;prime video
644;43;male;single;Lombardia;master's degree;employed;si;over 24 months ;4;standard;;si;;netflix;very much;very;very;;tv series;drama;thriller;comedy;one-2 episodes;yes;late evening;contents;;
645;20;female;single;Emilia-Romagna;upper secondary school diploma;student;si;over 24 months ;5;premium;family;si;;netflix;very much;very;enough;;tv series;action;comedy;drama;3-4 episodes;yes;late evening;contents;;prime video
646;26;male;single;Lombardia;master's degree;employed;si;7 to 12 months ;2;premium;;si;;netflix;very much;enough;very;;movies;drama;comedy;fantasy;one-2 episodes;yes;late evening;contents;;
647;27;female;cohabiting;Lazio;master's degree;employed;si;over 24 months ;6;premium;partner;si;;netflix;very much;very much;very much;;tv series;romantic;thriller;fantasy;one-2 episodes;yes;early evening;contents;;
648;25;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;2;basic;;si;;netflix;very much;very much;very;;tv series;action;thriller;comedy;one-2 episodes;yes;late evening;nothing;;prime video
649;25;male;single;Lazio;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;drama;fantasy;comedy;one-2 episodes;yes;;;others' account;
650;53;male;married;Campania;upper secondary school diploma;employed;si;over 24 months ;3;premium;family;si;;netflix;very much;very much;enough;;tv series;drama;action;comedy;3-4 episodes;yes;late evening;contents;;
651;21;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;don't know;documentaries;comedy;action;other;one-2 episodes;yes;;;other platforms;prime video
652;22;female;single;Campania;bachelor's degree;student;si;over 24 months ;4;premium;;no;prime video ;prime video;very much;very;very;;tv series;drama;thriller;fantasy;3-4 episodes;yes;early evening;contents;;
653;21;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;3;standard;;no;disney plus;disney plus;very;very;enough;;tv series;romantic;comedy;action;3-4 episodes;yes;early evening;contents;;
654;26;female;single;Campania;master's degree;employed;si;7 to 12 months ;0;standard;partner;si;;netflix;very much;enough;enough;;movies;horror;thriller;romantic;one-2 episodes;yes;late evening;loading speed;;prime video
655;47;female;cohabiting;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;don't know;documentaries;romantic;fantasy;comedy;single episode;no;;;no need;
656;22;male;single;Campania;bachelor's degree;student;si;over 24 months ;3;premium;;si;;netflix;very much;very much;very;;tv series;thriller;drama;action;one-2 episodes;yes;late evening;streaming quality;;prime video
657;19;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;other;action;fantasy;comedy;3-4 episodes;yes;;;other platforms;
658;57;male;married;Umbria;master's degree;employed;si;over 24 months ;6;standard;partner;si;;netflix;very much;very much;enough;;tv series;action;comedy;drama;one-2 episodes;yes;late evening;personalization;;
659;26;male;single;Toscana;master's degree;employed;si;7 to 12 months ;3;premium;family;si;;netflix;very much;very;very;;tv series;action;other;fantasy;one-2 episodes;no;late evening;contents;;
660;24;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;3;premium;;si;;netflix;very;very;very;;tv series;comedy;thriller;fantasy;3-4 episodes;yes;late evening;navigation;;prime video
661;54;female;single;Campania;master's degree;employed;si;7 to 12 months ;1;premium;;no;;;very much;very;a little;;movies;other;thriller;comedy;single episode;yes;late evening;contents;;
662;22;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;drama;comedy;romantic;3-4 episodes;yes;;;price;8.0
663;28;female;single;Campania;bachelor's degree;job seeker;si;over 24 months ;7;premium;;si;;netflix;very much;enough;enough;;tv series;horror;action;thriller;5-6 episodes;yes;late evening;contents;;
664;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very;very;;tv series;comedy;drama;romantic;one-2 episodes;yes;early afternoon;contents;;
665;23;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;very much;very;;tv series;drama;comedy;thriller;one-2 episodes;yes;late evening;contents;;prime video
666;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;family;si;;netflix;very much;very;not at all;;movies;romantic;comedy;fantasy;one-2 episodes;yes;late evening;contents;;
667;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;standard;partner;no;other ;;very much;enough;enough;;tv series;romantic;horror;comedy;3-4 episodes;yes;late afternoon;contents;;
668;24;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;no;other;other;romantic;comedy;one-2 episodes;yes;;;price;
669;24;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;3;premium;partner;si;;netflix;very;enough;a little;;movies;action;comedy;thriller;3-4 episodes;yes;late evening;contents;;
670;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;no;disney plus;disney plus;very much;a little;not at all;;movies;drama;horror;comedy;3-4 episodes;yes;late evening;contents;;
671;56;female;married;Umbria;second-level master's degree;employed;si;over 24 months ;3;standard;partner;no;prime video ;prime video;very;a little;enough;;movies;comedy;romantic;thriller;one-2 episodes;yes;late evening;contents;;prime video
672;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;basic;;no;prime video ;prime video;very much;very;very;;tv series;drama;comedy;action;3-4 episodes;yes;late evening;contents;;prime video
673;21;female;single;Campania;upper secondary school diploma;unemployed;no;;;;;;;;;;;yes;movies;thriller;comedy;action;3-4 episodes;no;;;no need;
674;21;female;single;Lombardia;upper secondary school diploma;student;si;over 24 months ;7;premium;;si;;netflix;very much;very much;very much;;movies;comedy;drama;horror;3-4 episodes;yes;late evening;nothing;;dazn
675;21;female;single;Lombardia;upper secondary school diploma;student;si;over 24 months ;2;premium;family;no;;;very much;very;very;;movies;comedy;action;drama;single episode;yes;late evening;personalization;;prime video
676;21;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;5;premium;;si;;netflix;very much;very;very;;tv series;drama;comedy;romantic;one-2 episodes;yes;early afternoon;contents;;prime video
677;20;female;single;Lombardia;bachelor's degree;student;si;over 24 months ;3;standard;friends;si;;netflix;very much;very much;very much;;tv series;drama;comedy;fantasy;3-4 episodes;no;late evening;nothing;;
678;28;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;6;premium;partner;si;;netflix;very much;enough;a little;;tv series;action;comedy;fantasy;one-2 episodes;yes;late evening;other;;
679;26;female;single;Sicilia;master's degree;student;si;over 24 months ;7;premium;;si;;netflix;very much;very;very;;tv series;comedy;action;thriller;one-2 episodes;yes;late evening;contents;;
680;24;female;single;Campania;bachelor's degree;student;si;over 24 months ;7;standard;;si;;netflix;very much;enough;enough;;tv series;comedy;fantasy;other;3-4 episodes;yes;early afternoon;contents;;
681;19;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;standard;family;si;;netflix;very much;enough;very much;;tv series;action;thriller;fantasy;3-4 episodes;no;late evening;nothing;;
682;56;female;married;Campania;master's degree;employed;si;over 24 months ;3;premium;;si;;netflix;very;very;very;;movies;comedy;drama;action;3-4 episodes;yes;late evening;contents;;prime video
683;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;partner;si;;netflix;very much;very much;very much;;tv series;thriller;fantasy;drama;one-2 episodes;yes;late evening;other;;
684;58;male;separated;Campania;bachelor's degree;employed;no;;;;;;;;;;;no;movies;thriller;comedy;drama;one-2 episodes;yes;;;other platforms;
685;57;female;married;Campania;master's degree;employed;si;over 24 months ;2;basic;partner;no;prime video ;prime video;enough;a little;a little;;tv series;drama;romantic;thriller;5-6 episodes;yes;late evening;navigation;;prime video
686;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;enough;enough;;tv series;romantic;fantasy;action;3-4 episodes;no;late evening;contents;;
687;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;standard;;si;;netflix;very much;very much;very;;tv series;romantic;comedy;action;5-6 episodes;yes;early afternoon;contents;;
688;20;female;cohabiting;Campania;upper secondary school diploma;employed;si;over 24 months ;5;premium;partner;si;;netflix;very much;very much;enough;;tv series;horror;romantic;drama;5-6 episodes;no;early afternoon;contents;;
689;23;male;single;Campania;bachelor's degree;student;si;over 24 months ;4;premium;;si;;netflix;very;a little;not at all;;movies;drama;action;comedy;one-2 episodes;yes;early evening;contents;;
690;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;family;si;;netflix;very much;very;very;;movies;romantic;drama;comedy;one-2 episodes;yes;early evening;loading speed;;prime video
691;25;female;cohabiting;Lombardia;bachelor's degree;employed;si;over 24 months ;4;standard;friends;si;;netflix;very much;very;enough;;movies;action;comedy;drama;5-6 episodes;yes;late evening;contents;;
692;15;male;single;Campania;lower secondary school diploma;student;si;over 24 months ;4;premium;family;si;;netflix;very much;enough;very;;tv series;fantasy;romantic;horror;7 or more;yes;late afternoon;contents;;
693;23;female;single;Campania;bachelor's degree;student;si;over 24 months ;7;premium;partner;si;;netflix;very much;very much;very much;;tv series;horror;thriller;comedy;3-4 episodes;yes;late evening;nothing;;
694;60;male;married;Campania;upper secondary school diploma;employed;si;0 to 6 months;2;premium;family;no;dazn;dazn;very much;very much;very much;;movies;comedy;action;fantasy;single episode;yes;late evening;nothing;;
695;21;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;5;premium;partner;si;;netflix;very much;very much;very;;tv series;thriller;horror;comedy;one-2 episodes;yes;late evening;nothing;;
696;43;male;married;Campania;upper secondary school diploma;unemployed;si;over 24 months ;5;standard;;si;;netflix;very much;very much;enough;;tv series;action;thriller;romantic;3-4 episodes;yes;night;contents;;
697;22;male;single;Lombardia;upper secondary school diploma;student;si;13 to 24 months;5;standard;;si;;netflix;very much;very much;very;;movies;drama;horror;thriller;3-4 episodes;yes;late evening;contents;;prime video
698;53;female;married;Campania;upper secondary school diploma;employed;si;0 to 6 months;1;premium;partner;si;;netflix;very;very;very;;movies;comedy;romantic;thriller;single episode;yes;late evening;nothing;;
699;27;male;single;Campania;bachelor's degree;employed;si;over 24 months ;5;premium;friends;si;;netflix;very much;very much;enough;;tv series;comedy;action;fantasy;5-6 episodes;yes;late evening;streaming quality;;
700;24;male;single;Campania;upper secondary school diploma;unemployed;si;over 24 months ;2;premium;;si;;netflix;very much;enough;enough;;movies;action;comedy;thriller;one-2 episodes;yes;early afternoon;contents;;
701;52;female;separated;Puglia;master's degree;homemaker;no;;;;;;;;;;;no;movies;drama;comedy;action;one-2 episodes;no;;;no need;
702;56;male;married;Lombardia;first-level master's degree;employed;si;over 24 months ;2;premium;partner;si;;netflix;very much;very;enough;;tv series;comedy;drama;action;one-2 episodes;yes;late evening;nothing;;
703;20;male;single;Lazio;upper secondary school diploma;student;si;over 24 months ;1;premium;;no;dazn;dazn;very much;enough;enough;;movies;drama;thriller;horror;one-2 episodes;yes;late morning;contents;;
704;22;female;single;Lombardia;upper secondary school diploma;student;si;over 24 months ;5;premium;family;si;;netflix;very;very;enough;;tv series;other;comedy;romantic;one-2 episodes;yes;early evening;contents;;
705;26;male;single;Campania;upper secondary school diploma;job seeker;no;;;;;;;;;;;no;movies;action;fantasy;comedy;3-4 episodes;no;;;other platforms;
706;25;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;very much;very;enough;;tv series;drama;fantasy;comedy;one-2 episodes;yes;late evening;contents;;prime video
707;20;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;4;premium;;si;;netflix;very much;very much;very much;;tv series;action;comedy;drama;3-4 episodes;no;late afternoon;loading speed;;
708;27;male;single;Campania;bachelor's degree;student;si;over 24 months ;6;premium;;si;;netflix;very much;very;enough;;tv series;drama;action;comedy;3-4 episodes;yes;late evening;contents;;
709;23;female;married;Campania;upper secondary school diploma;employed;si;over 24 months ;7;basic;partner;si;;netflix;very much;very much;enough;;tv series;comedy;romantic;thriller;3-4 episodes;yes;late evening;contents;;
710;22;female;single;Campania;bachelor's degree;job seeker;si;over 24 months ;4;standard;;si;;netflix;very;enough;enough;;movies;drama;action;thriller;one-2 episodes;yes;early afternoon;contents;;
711;28;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;thriller;other;horror;5-6 episodes;no;;;others' account;
712;22;female;cohabiting;Campania;upper secondary school diploma;employed;si;over 24 months ;3;premium;partner;no;;;very much;very much;very much;;other;fantasy;action;other;3-4 episodes;yes;early evening;nothing;;
713;26;female;single;Lombardia;master's degree;employed;si;over 24 months ;7;standard;;si;;netflix;very much;very;enough;;movies;comedy;romantic;thriller;3-4 episodes;yes;late evening;contents;;
714;18;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;standard;;si;;netflix;very much;very;enough;;tv series;action;comedy;fantasy;one-2 episodes;yes;early afternoon;loading speed;;
715;23;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;comedy;drama;fantasy;3-4 episodes;yes;;;no need;prime video
716;22;female;single;Lombardia;bachelor's degree;student;si;over 24 months ;5;standard;;no;prime video ;prime video;very;very;very;;tv series;drama;comedy;romantic;3-4 episodes;yes;early afternoon;contents;;
717;43;female;married;Lombardia;master's degree;employed;si;over 24 months ;2;standard;family;si;;netflix;very much;enough;a little;;movies;comedy;drama;action;one-2 episodes;no;early evening;contents;;
718;28;female;cohabiting;Lazio;master's degree;employed;si;over 24 months ;7;premium;partner;no;disney plus;disney plus;very;very;enough;;tv series;thriller;drama;comedy;one-2 episodes;yes;late evening;contents;;
719;21;female;single;Campania;upper secondary school diploma;student;si;0 to 6 months;7;premium;partner;si;;netflix;very much;very much;very;;tv series;comedy;action;romantic;3-4 episodes;yes;late evening;nothing;;prime video
720;41;male;cohabiting;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;don't know;tv series;comedy;action;thriller;one-2 episodes;no;;;no need;
721;26;female;single;Liguria;first-level master's degree;employed;no;;;;;;;;;;;yes;movies;thriller;romantic;comedy;one-2 episodes;yes;;;no need;prime video
722;56;female;married;Campania;lower secondary school diploma;employed;si;over 24 months ;7;premium;;si;;netflix;very much;very;very;;movies;other;fantasy;action;single episode;yes;late afternoon;loading speed;;
723;24;female;single;Friuli-Venezia Giulia;master's degree;employed;si;over 24 months ;7;premium;;si;;netflix;very;very;very;;tv series;comedy;drama;fantasy;3-4 episodes;yes;late evening;navigation;;
724;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;partner;si;;netflix;very;very;very;;tv series;action;comedy;horror;one-2 episodes;yes;early evening;contents;;
725;20;male;single;Campania;upper secondary school diploma;unemployed;si;13 to 24 months;1;premium;family;no;disney plus;disney plus;very;enough;a little;;movies;drama;comedy;action;one-2 episodes;yes;late afternoon;contents;;disney plus
726;33;female;married;Campania;master's degree;unemployed;si;13 to 24 months;7;premium;family;si;;netflix;very much;very;very much;;movies;romantic;other;action;one-2 episodes;yes;late afternoon;other;;
727;23;male;single;Campania;bachelor's degree;employed;si;13 to 24 months;7;premium;partner;si;;netflix;very;enough;a little;;movies;action;comedy;fantasy;one-2 episodes;yes;late evening;navigation;;
728;22;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;yes;tv series;thriller;action;comedy;one-2 episodes;yes;;;no need;disney plus
729;25;male;married;Campania;upper secondary school diploma;employed;si;13 to 24 months;7;standard;partner;si;;netflix;very much;very;very;;tv series;action;horror;thriller;one-2 episodes;no;late evening;contents;;
730;20;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;4;premium;;si;;netflix;very much;very;enough;;movies;fantasy;fantasy;action;5-6 episodes;yes;early afternoon;contents;;
731;24;male;single;Campania;bachelor's degree;student;si;13 to 24 months;3;premium;partner;no;prime video ;prime video;very much;very;very;;tv series;fantasy;comedy;action;3-4 episodes;yes;late evening;contents;;
732;20;female;married;Lombardia;upper secondary school diploma;student;si;13 to 24 months;0;premium;partner;no;prime video ;prime video;not at all ;enough;a little;;tv series;romantic;comedy;drama;one-2 episodes;yes;late evening;contents;;
733;43;female;cohabiting;Campania;upper secondary school diploma;employed;si;over 24 months ;7;standard;partner;si;;netflix;very much;very;very;;tv series;action;comedy;drama;one-2 episodes;yes;late evening;contents;;
734;18;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;1;standard;;si;;netflix;very much;a little;a little;;tv series;comedy;thriller;romantic;one-2 episodes;no;late evening;contents;;
735;21;female;single;Lombardia;upper secondary school diploma;student;no;;;;;;;;;;;yes;movies;comedy;fantasy;action;single episode;yes;;;other platforms;prime video
736;22;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;thriller;romantic;fantasy;one-2 episodes;yes;;;other platforms;prime video
737;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;partner;si;;netflix;very much;very much;enough;;tv series;comedy;romantic;fantasy;3-4 episodes;yes;early afternoon;other;;
738;23;male;single;Campania;bachelor's degree;student;si;over 24 months ;3;standard;;si;;netflix;very much;very;enough;;movies;other;thriller;drama;one-2 episodes;yes;late evening;contents;;
739;25;male;single;Campania;bachelor's degree;student;si;over 24 months ;0;premium;;si;;netflix;very much;enough;enough;;tv series;action;fantasy;thriller;7 or more;yes;late evening;contents;;
740;29;male;single;Campania;upper secondary school diploma;employed;si;13 to 24 months;5;premium;partner;si;;netflix;very much;very;enough;;tv series;action;comedy;fantasy;5-6 episodes;yes;late evening;streaming quality;;
741;22;female;single;Lazio;upper secondary school diploma;student;si;0 to 6 months;2;basic with ads;partner;no;prime video ;prime video;very much;very;enough;;movies;comedy;romantic;thriller;one-2 episodes;yes;late evening;contents;;prime video
742;22;other;single;Lombardia;upper secondary school diploma;employed;si;over 24 months ;2;premium;partner;no;disney plus;prime video;very;enough;very;;movies;drama;comedy;romantic;5-6 episodes;yes;early afternoon;contents;;
743;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;very;very much;;tv series;drama;action;comedy;one-2 episodes;yes;early evening;contents;;
744;21;male;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;1;premium;;si;;netflix;very;very;enough;;tv series;comedy;action;drama;one-2 episodes;yes;late evening;contents;;prime video
745;23;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;friends;si;;netflix;very;enough;enough;;movies;action;comedy;thriller;one-2 episodes;yes;early evening;personalization;;
746;23;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;friends;si;;netflix;very;enough;enough;;tv series;drama;comedy;romantic;3-4 episodes;yes;early evening;contents;;prime video
747;24;male;single;Lombardia;bachelor's degree;student;si;over 24 months ;7;premium;;si;;netflix;very much;very;very;;tv series;fantasy;action;romantic;3-4 episodes;yes;early evening;nothing;;
748;26;male;single;Campania;master's degree;employed;si;13 to 24 months;5;premium;friends;si;;netflix;very;very;very;;movies;horror;romantic;thriller;one-2 episodes;no;late afternoon;nothing;;
749;24;male;single;Campania;upper secondary school diploma;job seeker;no;;;;;;;;;;;don't know;movies;thriller;comedy;drama;3-4 episodes;no;;;no need;
750;26;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;2;premium;partner;no;prime video ;prime video;very much;enough;a little;;tv series;fantasy;comedy;action;one-2 episodes;yes;late evening;contents;;prime video
751;20;female;single;Campania;upper secondary school diploma;employed;si;over 24 months ;7;basic;;si;;netflix;very much;very much;enough;;tv series;action;thriller;romantic;3-4 episodes;no;late evening;contents;;
752;23;female;single;Campania;upper secondary school diploma;employed;si;over 24 months ;4;premium;;si;;netflix;very much;very much;very;;movies;romantic;drama;comedy;5-6 episodes;yes;early morning;contents;;
753;24;male;single;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;no;tv series;thriller;action;fantasy;5-6 episodes;yes;;;price;prime video
754;27;male;single;Campania;master's degree;employed;si;13 to 24 months;2;standard;friends;no;dazn;dazn;very much;very;enough;;tv series;romantic;action;horror;one-2 episodes;yes;late evening;contents;;
755;29;female;single;Campania;second-level master's degree;employed;si;over 24 months ;5;standard;partner;si;;netflix;very much;very;a little;;tv series;action;drama;thriller;3-4 episodes;yes;late evening;contents;;
756;30;female;single;Campania;bachelor's degree;employed;no;;;;;;;;;;;yes;movies;comedy;romantic;fantasy;3-4 episodes;yes;;;no need;prime video
757;26;male;single;Campania;master's degree;job seeker;no;;;;;;;;;;;no;movies;other;horror;drama;one-2 episodes;no;;;no need;
758;24;female;single;Campania;bachelor's degree;student;si;over 24 months ;3;standard;;si;;netflix;very much;very much;very much;;tv series;comedy;romantic;drama;3-4 episodes;yes;late evening;nothing;;prime video
759;26;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;don't know;tv series;comedy;action;drama;3-4 episodes;no;;;price;
760;21;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;1;basic;;no;;;very;very;enough;;movies;action;fantasy;comedy;single episode;no;late evening;personalization;;
761;39;female;single;Campania;first-level master's degree;employed;no;;;;;;;;;;;don't know;movies;romantic;comedy;fantasy;5-6 episodes;no;;;price;
762;27;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;yes;tv series;thriller;comedy;other;7 or more;yes;;;others' account;
763;29;male;single;Campania;master's degree;student;no;;;;;;;;;;;no;movies;drama;comedy;action;one-2 episodes;no;;;others' account;
764;21;male;single;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;yes;movies;action;comedy;drama;3-4 episodes;no;;;price;
765;22;female;single;Calabaria;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;thriller;action;fantasy;one-2 episodes;yes;;;price;prime video
766;46;female;married;Campania;master's degree;employed;no;;;;;;;;;;;yes;tv series;comedy;drama;romantic;one-2 episodes;no;;;other platforms;
767;26;male;single;Campania;upper secondary school diploma;employed;si;0 to 6 months;2;premium;;si;;netflix;very much;very much;very;;movies;horror;drama;fantasy;one-2 episodes;yes;late evening;personalization;;prime video
768;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;fantasy;action;thriller;one-2 episodes;yes;;;lack of interest;apple tv
769;23;male;single;Lombardia;upper secondary school diploma;employed;si;over 24 months ;2;premium;partner;si;;netflix;very;enough;very;;movies;action;comedy;fantasy;5-6 episodes;no;late evening;contents;;
770;31;female;single;Campania;master's degree;employed;si;over 24 months ;1;premium;;no;;;very much;enough;enough;;tv series;drama;action;comedy;3-4 episodes;yes;late evening;contents;;
771;31;female;single;Campania;master's degree;employed;no;;;;;;;;;;;don't know;tv series;drama;action;comedy;3-4 episodes;no;;;others' account;
772;24;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;2;standard;partner;no;disney plus;disney plus;very much;very much;enough;;tv series;fantasy;action;drama;one-2 episodes;yes;early evening;personalization;;
773;21;female;single;Lombardia;bachelor's degree;student;si;over 24 months ;7;premium;;no;prime video ;prime video;very much;enough;a little;;tv series;comedy;action;drama;one-2 episodes;yes;late morning;contents;;
774;21;female;single;Abruzzo;upper secondary school diploma;employed;si;over 24 months ;3;premium;friends;si;;netflix;very;very much;very;;tv series;romantic;comedy;drama;5-6 episodes;no;late evening;contents;;
775;55;male;married;Campania;upper secondary school diploma;employed;si;over 24 months ;7;premium;partner;si;;netflix;very much;very;a little;;movies;action;comedy;drama;3-4 episodes;yes;late evening;nothing;;
776;43;male;married;Campania;upper secondary school diploma;employed;si;0 to 6 months;3;standard;family;no;prime video ;prime video;very much;very;very;;movies;comedy;action;drama;one-2 episodes;yes;early evening;nothing;;
777;56;male;separated;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;don't know;documentaries;action;romantic;fantasy;single episode;no;;;no need;
778;22;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;3;premium;;si;;netflix;very much;very;enough;;tv series;drama;thriller;romantic;3-4 episodes;no;late evening;contents;;
779;46;male;separated;Toscana;master's degree;employed;si;0 to 6 months;2;standard;partner;no;dazn;dazn;very much;very;enough;;movies;comedy;action;drama;one-2 episodes;yes;late evening;nothing;;
780;22;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;comedy;drama;romantic;one-2 episodes;no;;;no need;
781;23;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;fantasy;romantic;comedy;3-4 episodes;no;;;price;
782;26;male;single;Campania;master's degree;student;si;over 24 months ;3;premium;partner;si;;netflix;very much;very;very;;movies;thriller;horror;drama;one-2 episodes;yes;late evening;contents;;
783;58;female;married;Campania;upper secondary school diploma;employed;si;over 24 months ;7;standard;;si;;netflix;very much;very much;very;;tv series;thriller;action;fantasy;3-4 episodes;no;early evening;nothing;;
784;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very much;very;;movies;action;drama;comedy;one-2 episodes;yes;late evening;personalization;;
785;49;female;married;Campania;master's degree;employed;no;;;;;;;;;;;don't know;movies;action;drama;comedy;single episode;no;;;no need;
786;21;female;married;Campania;upper secondary school diploma;student;si;over 24 months ;6;premium;;si;;netflix;very much;very much;very;;movies;horror;thriller;fantasy;3-4 episodes;yes;late evening;contents;;
787;19;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;3;premium;family;si;;netflix;very;a little;enough;;tv series;action;drama;comedy;5-6 episodes;no;night;contents;;
788;19;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;1;premium;family;si;;netflix;very much;enough;enough;;tv series;thriller;romantic;action;one-2 episodes;no;late afternoon;personalization;;
789;21;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;3;standard;;si;;netflix;very;very much;very;;tv series;fantasy;action;drama;5-6 episodes;yes;late evening;loading speed;;disney plus
790;20;female;married;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;friends;si;;netflix;very much;very much;very;;tv series;romantic;comedy;drama;5-6 episodes;no;late evening;nothing;;
791;21;male;single;Lazio;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;action;fantasy;thriller;single episode;no;;;no need;
792;26;female;married;Campania;master's degree;employed;no;;;;;;;;;;;don't know;movies;action;comedy;drama;single episode;yes;;;lack of contents;prime video
793;58;male;married;Campania;master's degree;employed;no;;;;;;;;;;;no;documentaries;comedy;action;romantic;single episode;no;;;no need;
794;29;female;cohabiting;Lombardia;first-level master's degree;employed;si;over 24 months ;5;premium;partner;si;;netflix;very;very;enough;;tv series;thriller;action;romantic;one-2 episodes;yes;late evening;contents;;prime video
795;32;male;cohabiting;Lombardia;master's degree;employed;si;over 24 months ;5;premium;;si;;netflix;very much;very much;very much;;tv series;other;thriller;fantasy;one-2 episodes;no;early afternoon;contents;;
796;25;female;cohabiting;Campania;upper secondary school diploma;employed;si;over 24 months ;7;standard;partner;si;;netflix;very much;very much;very much;;tv series;horror;thriller;comedy;7 or more;yes;late evening;nothing;;
797;24;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;standard;;si;;netflix;very;very;enough;;movies;thriller;action;drama;3-4 episodes;yes;late evening;contents;;
798;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;very much;enough;enough;;movies;thriller;comedy;romantic;one-2 episodes;no;late evening;contents;;
799;20;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;4;standard;friends;si;;netflix;very much;very;very;;tv series;horror;romantic;drama;7 or more;no;late evening;contents;;
800;50;female;married;Campania;upper secondary school diploma;employed;si;7 to 12 months ;7;premium;;si;;netflix;very much;very much;very much;;tv series;action;drama;romantic;3-4 episodes;yes;early evening;loading speed;;prime video
