id;age;gender;marital_status;region;education;occupation;account;subscription_period;weekly_usage_time;subscription_type;watch_with;major_platform;other_major_platform;platforms;user_friendliness;satisfaction;price_quality;future_user;preference;genre_1;genre_2;genre_3;n_episodes;additional_accounts;time_preference;suggestion;reason_no_netflix;other_platform
325;22;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;3;premium;;no;disney plus;disney plus;very;enough;a little;;tv series;action;fantasy;other;one-2 episodes;yes;late morning;contents;;
326;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;basic with ads;;si;;netflix;very much;very;enough;;tv series;action;romantic;comedy;one-2 episodes;yes;early evening;contents;;prime video
327;21;female;cohabiting;Campania;upper secondary school diploma;employed;si;over 24 months ;5;premium;partner;si;;netflix;very;very;enough;;tv series;action;romantic;other;5-6 episodes;yes;early evening;nothing;;
328;19;male;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;4;premium;;si;;netflix;very much;very much;very;;tv series;action;thriller;comedy;one-2 episodes;yes;late evening;contents;;
329;20;female;single;Lazio;upper secondary school diploma;student;si;over 24 months ;3;premium;partner;si;;netflix;very much;very much;very much;;movies;thriller;action;comedy;one-2 episodes;yes;late evening;contents;;
330;21;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;4;standard;partner;si;;netflix;enough;enough;enough;;tv series;fantasy;horror;action;3-4 episodes;no;late evening;contents;;
331;19;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;partner;si;;netflix;very much;very much;enough;;tv series;comedy;horror;action;one-2 episodes;yes;late afternoon;nothing;;prime video
332;33;female;cohabiting;Campania;first-level master's degree;employed;si;over 24 months ;7;premium;;si;;netflix;very much;very much;enough;;tv series;thriller;fantasy;comedy;one-2 episodes;yes;early evening;contents;;
333;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;6;basic;partner;si;;netflix;enough;very much;very much;;tv series;horror;thriller;romantic;3-4 episodes;yes;night;contents;;
334;20;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;action;comedy;romantic;one-2 episodes;yes;;;price;prime video
335;24;female;single;Campania;bachelor's degree;student;si;over 24 months ;3;standard;;si;;netflix;very much;enough;enough;;tv series;thriller;drama;romantic;one-2 episodes;yes;early afternoon;contents;;prime video
336;22;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;4;premium;;si;;netflix;very;very;very;;tv series;thriller;action;drama;one-2 episodes;yes;late morning;contents;;prime video
337;25;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;other;fantasy;drama;comedy;one-2 episodes;no;;;no need;
338;20;female;single;Basilicata;upper secondary school diploma;student;no;;;;;;;;;;;yes;movies;comedy;drama;fantasy;one-2 episodes;yes;;;no need;
339;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;no;prime video ;prime video;very;a little;not at all;;tv series;drama;comedy;action;3-4 episodes;yes;late evening;contents;;prime video
340;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;;no;disney plus;disney plus;very;a little;not at all;;tv series;drama;other;thriller;one-2 episodes;yes;early afternoon;contents;;
341;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;very much;very much;enough;;tv series;romantic;horror;comedy;3-4 episodes;yes;late evening;contents;;
342;20;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;action;drama;comedy;one-2 episodes;no;;;price;
343;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;comedy;action;horror;3-4 episodes;yes;;;lack of interest;
344;20;female;single;Piemonte;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very much;enough;;tv series;comedy;action;romantic;one-2 episodes;yes;late evening;contents;;
345;23;female;single;Lazio;upper secondary school diploma;student;si;over 24 months ;7;premium;family;no;prime video ;prime video;very much;very;enough;;movies;drama;comedy;thriller;5-6 episodes;yes;late evening;contents;;
346;24;male;single;Campania;master's degree;employed;no;;;;;;;;;;;yes;tv series;drama;fantasy;action;one-2 episodes;yes;;;price;prime video
347;55;male;married;Campania;master's degree;employed;si;over 24 months ;7;premium;family;no;prime video ;prime video;very much;very;enough;;tv series;thriller;drama;action;3-4 episodes;yes;late evening;contents;;prime video
348;55;male;married;Campania;master's degree;employed;si;over 24 months ;7;premium;family;no;prime video ;prime video;very much;very;enough;;tv series;thriller;drama;action;3-4 episodes;yes;late evening;contents;;prime video
349;19;female;single;Umbria;upper secondary school diploma;student;si;13 to 24 months;7;standard;;si;;netflix;very much;very;enough;;tv series;comedy;fantasy;romantic;3-4 episodes;no;early morning;contents;;
350;20;female;single;Lazio;bachelor's degree;student;si;over 24 months ;7;premium;;si;;netflix;very much;very;very;;movies;comedy;action;romantic;3-4 episodes;yes;late evening;contents;;
351;22;female;single;Campania;upper secondary school diploma;employed;si;over 24 months ;5;premium;;si;;netflix;very much;very;very;;tv series;fantasy;romantic;horror;3-4 episodes;yes;late evening;contents;;
352;22;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;no;movies;action;fantasy;comedy;3-4 episodes;no;;;price;
353;34;female;married;Campania;lower secondary school diploma;homemaker;no;;;;;;;;;;;yes;movies;comedy;action;drama;single episode;no;;;no need;
354;19;female;single;Toscana;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;very much;very;;tv series;drama;romantic;comedy;3-4 episodes;yes;late evening;contents;;prime video
355;22;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;5;premium;;si;;netflix;very much;very;very;;movies;comedy;action;fantasy;3-4 episodes;yes;late evening;contents;;prime video
356;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very;very much;;tv series;romantic;fantasy;comedy;7 or more;yes;early afternoon;contents;;
357;23;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;;no;other ;;very much;enough;a little;;movies;romantic;thriller;horror;5-6 episodes;yes;late evening;contents;;prime video
358;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;standard;;no;prime video ;prime video;very;enough;very;;tv series;drama;comedy;thriller;3-4 episodes;yes;late evening;contents;;
359;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;0;basic;partner;si;;netflix;very much;a little;not at all;;tv series;thriller;romantic;horror;7 or more;no;early evening;contents;;
360;22;female;single;Campania;bachelor's degree;student;si;over 24 months ;0;basic;;si;;netflix;very;very;enough;;tv series;fantasy;action;thriller;3-4 episodes;yes;late evening;contents;;
361;28;male;married;Piemonte;upper secondary school diploma;employed;si;over 24 months ;2;standard;partner;no;prime video ;prime video;very;enough;enough;;tv series;comedy;action;fantasy;3-4 episodes;yes;late morning;contents;;
362;21;male;single;Umbria;upper secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;very;very;very;;documentaries;fantasy;comedy;thriller;one-2 episodes;yes;late evening;contents;;
363;28;female;single;Campania;upper secondary school diploma;employed;si;over 24 months ;4;premium;;si;;netflix;very much;enough;very;;tv series;comedy;thriller;action;3-4 episodes;no;early evening;contents;;
364;34;female;single;Lazio;master's degree;employed;si;over 24 months ;3;premium;family;si;;netflix;very;enough;a little;;tv series;action;romantic;comedy;one-2 episodes;yes;early evening;streaming quality;;prime video
365;62;female;married;Lombardia;elementary school diploma;homemaker;no;;;;;;;;;;;no;tv series;comedy;action;drama;one-2 episodes;no;;;no need;
366;22;female;single;Campania;bachelor's degree;student;si;13 to 24 months;4;basic with ads;;si;;netflix;very much;very much;enough;;tv series;drama;action;other;3-4 episodes;no;late evening;nothing;;
367;20;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;standard;;si;;netflix;very much;very;very;;tv series;comedy;action;romantic;one-2 episodes;yes;late evening;contents;;
368;23;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;premium;partner;si;;netflix;enough;very;enough;;movies;fantasy;comedy;action;5-6 episodes;yes;early morning;contents;;
369;22;female;single;Campania;bachelor's degree;employed;no;;;;;;;;;;;don't know;tv series;other;thriller;romantic;one-2 episodes;no;;;others' account;
370;22;male;single;Emilia-Romagna;bachelor's degree;student;no;;;;;;;;;;;yes;tv series;thriller;drama;action;one-2 episodes;yes;;;price;disney plus
371;21;male;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;2;standard;;no;dazn;dazn;very much;very;very;;tv series;action;comedy;other;one-2 episodes;yes;late evening;contents;;
372;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;premium;partner;si;;netflix;very much;very much;very much;;tv series;comedy;romantic;fantasy;7 or more;yes;late evening;nothing;;
373;21;male;cohabiting;Campania;upper secondary school diploma;student;si;13 to 24 months;1;premium;family;si;;netflix;very much;very;very much;;tv series;romantic;drama;comedy;one-2 episodes;no;early evening;contents;;
374;23;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;0;basic;partner;si;;netflix;very much;very;not at all;;movies;action;comedy;drama;3-4 episodes;yes;late evening;contents;;
375;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;standard;partner;no;prime video ;prime video;very much;a little;a little;;movies;comedy;fantasy;thriller;one-2 episodes;yes;late evening;contents;;
376;21;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;romantic;horror;thriller;one-2 episodes;yes;;;no need;
377;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;basic;family;si;;netflix;very much;very;very;;tv series;comedy;thriller;action;one-2 episodes;yes;late evening;contents;;
378;24;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;yes;movies;comedy;action;drama;3-4 episodes;yes;;;other platforms;prime video
379;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;partner;si;;netflix;very much;very;very;;tv series;drama;romantic;comedy;3-4 episodes;yes;late evening;loading speed;;
380;21;female;single;Campania;bachelor's degree;student;si;over 24 months ;3;premium;;si;;netflix;very;enough;enough;;movies;thriller;drama;action;5-6 episodes;yes;early evening;contents;;disney plus
381;20;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;2;premium;;no;disney plus;disney plus;very much;very much;enough;;tv series;action;comedy;fantasy;one-2 episodes;yes;early afternoon;streaming quality;;disney plus
382;19;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;action;comedy;other;one-2 episodes;no;;;other platforms;
383;20;male;single;Lazio;upper secondary school diploma;student;si;over 24 months ;0;basic;partner;no;other ;;very much;very;enough;;movies;action;thriller;comedy;3-4 episodes;yes;late evening;contents;;
384;28;female;single;Campania;upper secondary school diploma;unemployed;no;;;;;;;;;;;yes;movies;romantic;comedy;fantasy;single episode;no;;;;
385;22;female;single;Campania;bachelor's degree;student;si;13 to 24 months;2;premium;family;si;;netflix;very much;very much;very;;movies;comedy;romantic;drama;3-4 episodes;no;late evening;contents;;
386;20;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;comedy;action;fantasy;3-4 episodes;yes;;;no need;prime video
387;89;other;widowed;Campania;elementary school diploma;;si;over 24 months ;7;premium;;si;;netflix;not at all ;very much;not at all;;documentaries;drama;fantasy;thriller;7 or more;yes;night;contents;;
388;18;female;single;Lazio;lower secondary school diploma;student;si;over 24 months ;7;standard;;si;;netflix;very;very;enough;;tv series;comedy;action;drama;one-2 episodes;no;late afternoon;contents;;
389;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very;very;;tv series;romantic;comedy;action;3-4 episodes;no;late evening;contents;;
390;27;female;single;Campania;master's degree;employed;si;over 24 months ;2;premium;partner;si;;netflix;very much;very much;very;;tv series;action;comedy;romantic;3-4 episodes;yes;late evening;nothing;;disney plus
391;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;movies;action;comedy;fantasy;one-2 episodes;yes;;;price;
392;41;male;married;Puglia;upper secondary school diploma;unemployed;no;;;;;;;;;;;yes;other;comedy;romantic;other;7 or more;no;;;others;
393;19;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;romantic;thriller;action;one-2 episodes;no;;;other platforms;
394;25;male;married;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;don't know;movies;action;comedy;fantasy;one-2 episodes;yes;;;other platforms;prime video
395;19;female;cohabiting;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;partner;si;;netflix;very much;very much;enough;;tv series;action;fantasy;romantic;5-6 episodes;yes;early evening;streaming quality;;prime video
396;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;basic with ads;;si;;netflix;very;very;very much;;tv series;comedy;fantasy;drama;3-4 episodes;yes;late afternoon;navigation;;prime video
397;23;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;very much;a little;;movies;thriller;fantasy;action;3-4 episodes;yes;late evening;contents;;
398;21;female;single;Lombardia;upper secondary school diploma;student;si;over 24 months ;5;standard;;no;disney plus;disney plus;very;very;enough;;tv series;comedy;romantic;fantasy;one-2 episodes;yes;late evening;contents;;
399;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;no;prime video ;prime video;very much;very;enough;;tv series;fantasy;action;romantic;3-4 episodes;yes;late evening;contents;;
400;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;very;very;;tv series;romantic;comedy;action;3-4 episodes;yes;late afternoon;personalization;;
401;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;no;disney plus;disney plus;very much;very much;a little;;tv series;action;fantasy;horror;one-2 episodes;yes;late evening;contents;;
402;23;male;single;Campania;upper secondary school diploma;job seeker;no;;;;;;;;;;;no;movies;action;comedy;drama;one-2 episodes;no;;;other platforms;
403;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;basic;;si;;netflix;very much;very much;very;;tv series;fantasy;horror;comedy;3-4 episodes;yes;early morning;navigation;;
404;19;male;widowed;Campania;upper secondary school diploma;student;si;13 to 24 months;2;premium;;no;prime video ;prime video;very;a little;enough;;movies;drama;action;comedy;one-2 episodes;yes;early evening;more contents;;prime video
405;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;action;fantasy;thriller;one-2 episodes;yes;;;price;prime video
406;20;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;very much;very much;very much;;movies;romantic;thriller;comedy;5-6 episodes;yes;late afternoon;navigation;;
407;20;female;single;Lazio;upper secondary school diploma;student;si;over 24 months ;4;premium;;si;;netflix;very much;very;enough;;movies;drama;thriller;action;one-2 episodes;yes;early afternoon;contents;;
408;18;male;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;3;basic with ads;;no;dazn;dazn;very;enough;enough;;movies;action;thriller;horror;5-6 episodes;yes;early evening;contents;;
409;21;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;4;premium;;si;;netflix;very much;very;very;;tv series;romantic;thriller;fantasy;3-4 episodes;no;late evening;contents;;
410;21;female;single;Campania;upper secondary school diploma;student;si;13 to 24 months;3;basic;;si;;netflix;very much;very much;very much;;tv series;fantasy;horror;romantic;5-6 episodes;yes;early evening;nothing;;
411;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;6;standard;;si;;netflix;very;very;enough;;tv series;fantasy;comedy;action;one-2 episodes;yes;late evening;streaming quality;;
412;23;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;standard;;si;;netflix;very much;very;enough;;tv series;romantic;thriller;action;3-4 episodes;no;late evening;contents;;
413;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;basic;;si;;netflix;very much;enough;enough;;tv series;action;fantasy;comedy;3-4 episodes;yes;early afternoon;contents;;
414;19;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;2;basic with ads;;si;;netflix;very;very;enough;;tv series;comedy;romantic;thriller;one-2 episodes;yes;early afternoon;contents;;
415;24;female;single;Campania;bachelor's degree;student;si;over 24 months ;4;premium;;si;;netflix;very much;very;enough;;tv series;romantic;fantasy;drama;3-4 episodes;yes;late evening;personalization;;
416;22;female;single;Campania;bachelor's degree;student;si;over 24 months ;5;premium;;si;;netflix;very much;very much;very much;;movies;action;comedy;horror;3-4 episodes;yes;late evening;contents;;
417;22;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;2;basic;partner;si;;netflix;very much;very;very much;;tv series;action;drama;comedy;one-2 episodes;no;late evening;personalization;;
418;19;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;2;premium;friends;si;;netflix;very much;very;very;;tv series;fantasy;comedy;horror;3-4 episodes;yes;early evening;streaming quality;;disney plus
419;23;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;tv series;action;drama;fantasy;single episode;no;;;no need;
420;19;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;movies;action;drama;other;3-4 episodes;no;;;price;
421;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;premium;family;si;;netflix;very much;very much;very;;tv series;thriller;fantasy;comedy;5-6 episodes;yes;late evening;contents;;
422;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;5;premium;;si;;netflix;very much;very;very;;tv series;drama;horror;comedy;3-4 episodes;no;late evening;contents;;
423;20;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;4;premium;family;no;prime video ;prime video;enough;a little;a little;;tv series;fantasy;action;comedy;7 or more;yes;late evening;nothing;;
424;22;female;married;Campania;upper secondary school diploma;employed;si;over 24 months ;3;premium;partner;si;;netflix;very much;very much;enough;;tv series;other;romantic;thriller;3-4 episodes;yes;late evening;nothing;;prime video
425;19;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;friends;si;;netflix;very much;very much;very much;;movies;fantasy;romantic;drama;3-4 episodes;no;late evening;personalization;;
426;25;female;single;Campania;upper secondary school diploma;job seeker;si;over 24 months ;3;standard;partner;no;prime video ;prime video;very much;very;very;;movies;horror;drama;comedy;3-4 episodes;yes;late evening;contents;;
427;49;female;married;Campania;master's degree;employed;no;;;;;;;;;;;yes;movies;action;comedy;drama;one-2 episodes;no;;;price;
428;18;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;premium;;si;;netflix;very much;very much;very much;;tv series;romantic;thriller;comedy;7 or more;yes;late afternoon;personalization;;
429;23;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;premium;;si;;netflix;very much;very much;very;;tv series;action;fantasy;comedy;one-2 episodes;yes;late evening;nothing;;
430;19;female;married;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;very;very much;;tv series;fantasy;comedy;action;3-4 episodes;no;late evening;contents;;
431;26;male;single;Campania;bachelor's degree;employed;si;over 24 months ;1;standard;;si;;netflix;very much;very;enough;;tv series;comedy;thriller;action;one-2 episodes;yes;early afternoon;contents;;
432;23;other;cohabiting;Campania;second-level master's degree;employed;si;over 24 months ;3;standard;partner;no;;;very;very;a little;;tv series;action;fantasy;thriller;7 or more;yes;late evening;other;;apple tv
433;28;male;single;Campania;master's degree;employed;no;;;;;;;;;;;don't know;movies;action;comedy;romantic;one-2 episodes;yes;;;no need;prime video
434;24;male;single;Campania;upper secondary school diploma;employed;si;over 24 months ;1;premium;;si;;netflix;very much;a little;not at all;;documentaries;other;romantic;comedy;one-2 episodes;no;late evening;contents;;
435;22;female;single;Campania;bachelor's degree;student;si;over 24 months ;2;premium;;si;;netflix;very much;very much;enough;;tv series;drama;other;romantic;3-4 episodes;yes;early evening;personalization;;
436;22;female;single;Campania;bachelor's degree;student;si;7 to 12 months ;4;basic with ads;partner;si;;netflix;very much;very much;enough;;tv series;romantic;thriller;horror;5-6 episodes;no;late evening;loading speed;;
437;24;female;single;Campania;bachelor's degree;student;si;over 24 months ;5;standard;;si;;netflix;very;very much;enough;;tv series;comedy;romantic;drama;3-4 episodes;yes;late evening;contents;;
438;19;female;single;Basilicata;upper secondary school diploma;student;si;13 to 24 months;4;standard;;si;;netflix;very much;very;enough;;tv series;romantic;comedy;thriller;3-4 episodes;yes;late evening;nothing;;
439;22;female;single;Campania;bachelor's degree;employed;si;over 24 months ;3;premium;family;si;;netflix;very much;very;enough;;tv series;fantasy;romantic;action;3-4 episodes;yes;late morning;contents;;prime video
440;25;female;single;Piemonte;bachelor's degree;student;si;over 24 months ;0;premium;;si;;netflix;very much;enough;enough;;tv series;drama;comedy;action;one-2 episodes;no;late evening;nothing;;
441;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;very much;enough;;tv series;comedy;romantic;thriller;3-4 episodes;yes;late evening;loading speed;;
442;25;male;single;Campania;bachelor's degree;employed;no;;;;;;;;;;;don't know;movies;action;fantasy;comedy;3-4 episodes;yes;;;other platforms;
443;19;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;;si;;netflix;very much;enough;very;;tv series;action;comedy;romantic;one-2 episodes;no;late evening;personalization;;
444;24;male;single;Trentino-Alto Adige;upper secondary school diploma;employed;si;over 24 months ;0;standard;;no;prime video ;prime video;very much;very;enough;;tv series;action;comedy;romantic;3-4 episodes;yes;late evening;contents;;prime video
445;42;female;married;Campania;master's degree;employed;si;over 24 months ;7;premium;;si;;netflix;very much;very much;very;;tv series;comedy;action;fantasy;5-6 episodes;yes;early evening;personalization;;
446;21;female;married;Campania;upper secondary school diploma;employed;si;over 24 months ;7;premium;;si;;netflix;very much;enough;very;;tv series;romantic;comedy;action;3-4 episodes;no;early afternoon;contents;;
447;60;female;married;Campania;upper secondary school diploma;employed;si;7 to 12 months ;5;premium;;si;;netflix;very much;very;enough;;tv series;thriller;action;comedy;one-2 episodes;no;late evening;other;;
448;20;female;single;Campania;upper secondary school diploma;student;si;7 to 12 months ;3;basic;;si;;netflix;very;very;enough;;tv series;action;comedy;thriller;5-6 episodes;yes;late evening;contents;;prime video
449;22;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;;si;;netflix;very much;very;very;;movies;comedy;romantic;fantasy;one-2 episodes;yes;late evening;navigation;;prime video
450;22;female;single;Campania;bachelor's degree;student;si;13 to 24 months;1;basic;partner;no;prime video ;prime video;very much;enough;a little;;tv series;thriller;comedy;drama;one-2 episodes;yes;late evening;streaming quality;;prime video
451;25;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;comedy;thriller;romantic;3-4 episodes;no;;;no need;
452;18;female;single;Lazio;lower secondary school diploma;student;si;13 to 24 months;4;basic;;si;;netflix;very;very;very;;movies;romantic;drama;comedy;one-2 episodes;no;late evening;contents;;
453;22;female;single;Campania;bachelor's degree;student;si;13 to 24 months;1;standard;;si;;netflix;very much;enough;enough;;tv series;drama;fantasy;romantic;one-2 episodes;yes;early afternoon;contents;;prime video
454;38;male;cohabiting;Campania;master's degree;employed;no;;;;;;;;;;;don't know;tv series;comedy;action;thriller;one-2 episodes;no;;;no need;
455;23;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;0;basic with ads;partner;si;;netflix;very;not at all;a little;;tv series;thriller;drama;horror;3-4 episodes;no;late evening;contents;;
456;21;male;single;Campania;upper secondary school diploma;unemployed;no;;;;;;;;;;;don't know;movies;action;comedy;thriller;3-4 episodes;no;;;other platforms;
457;21;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;tv series;action;drama;comedy;one-2 episodes;yes;;;price;prime video
458;23;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;movies;fantasy;romantic;horror;one-2 episodes;no;;;no need;
459;25;female;single;Toscana;bachelor's degree;student;si;0 to 6 months;3;premium;;si;;netflix;very much;very much;very much;;tv series;drama;thriller;comedy;one-2 episodes;yes;night;nothing;;prime video
460;19;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;standard;;si;;netflix;very much;very much;enough;;movies;action;comedy;drama;3-4 episodes;yes;late evening;loading speed;;prime video
461;37;female;cohabiting;Campania;upper secondary school diploma;unemployed;no;;;;;;;;;;;no;movies;fantasy;comedy;horror;one-2 episodes;no;;;other platforms;
462;23;male;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;don't know;other;horror;drama;action;one-2 episodes;yes;;;no need;prime video
463;16;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;;si;;netflix;very much;very much;very much;;tv series;romantic;fantasy;comedy;3-4 episodes;yes;late evening;contents;;prime video
464;28;male;single;Campania;upper secondary school diploma;unemployed;si;13 to 24 months;4;basic;;no;other ;;very;enough;very;;tv series;horror;action;fantasy;3-4 episodes;no;late evening;personalization;;
465;55;male;single;Lombardia;master's degree;employed;no;;;;;;;;;;;don't know;movies;action;comedy;romantic;3-4 episodes;yes;;;lack of time;others
466;22;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;no;movies;horror;thriller;drama;5-6 episodes;no;;;no need;
467;23;female;single;Campania;upper secondary school diploma;homemaker;si;over 24 months ;7;premium;;si;;netflix;very much;very much;very;;tv series;drama;horror;thriller;3-4 episodes;yes;early afternoon;nothing;;
468;19;female;single;Lazio;lower secondary school diploma;student;si;over 24 months ;6;premium;;si;;netflix;very much;very much;very;;tv series;romantic;action;thriller;one-2 episodes;yes;early afternoon;contents;;
469;23;female;cohabiting;Campania;bachelor's degree;student;si;over 24 months ;2;basic with ads;family;no;disney plus;disney plus;very;enough;enough;;tv series;other;action;comedy;3-4 episodes;no;late afternoon;personalization;;
470;17;male;single;Lazio;lower secondary school diploma;student;si;over 24 months ;1;standard;;no;disney plus;disney plus;very;very;enough;;tv series;action;romantic;comedy;one-2 episodes;yes;late afternoon;contents;;
471;21;male;single;Piemonte;upper secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;very;enough;a little;;tv series;action;comedy;horror;3-4 episodes;yes;late evening;other;;prime video
472;19;male;single;Lazio;upper secondary school diploma;employed;si;over 24 months ;7;standard;family;si;;netflix;very;very;enough;;movies;comedy;action;thriller;5-6 episodes;yes;early afternoon;navigation;;
473;55;male;married;Campania;upper secondary school diploma;employed;no;;;;;;;;;;;don't know;movies;action;thriller;drama;one-2 episodes;yes;;;price;
474;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;3;premium;partner;si;;netflix;very much;very;enough;;tv series;thriller;fantasy;horror;5-6 episodes;yes;early afternoon;contents;;prime video
475;22;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;7;standard;;si;;netflix;very much;very;enough;;movies;fantasy;drama;action;3-4 episodes;yes;early evening;contents;;prime video
476;23;male;single;Campania;bachelor's degree;student;no;;;;;;;;;;;yes;tv series;action;romantic;comedy;one-2 episodes;no;;;price;
477;22;male;single;Molise;upper secondary school diploma;student;si;over 24 months ;2;standard;;si;;netflix;very much;very;very;;tv series;thriller;drama;fantasy;3-4 episodes;yes;night;streaming quality;;prime video
478;23;female;single;Campania;upper secondary school diploma;student;no;;;;;;;;;;;yes;tv series;action;thriller;drama;5-6 episodes;no;;;price;
479;21;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;;si;;netflix;very much;enough;very;;movies;romantic;comedy;thriller;3-4 episodes;no;late evening;contents;;
480;23;female;single;Campania;upper secondary school diploma;student;si;over 24 months ;2;premium;family;no;disney plus;disney plus;very much;very;a little;;movies;drama;comedy;action;3-4 episodes;yes;late evening;contents;;
481;53;male;separated;Campania;upper secondary school diploma;employed;si;13 to 24 months;1;basic with ads;;si;;netflix;very;enough;a little;;movies;action;comedy;horror;single episode;no;early evening;contents;;
482;21;male;single;Campania;upper secondary school diploma;student;si;13 to 24 months;3;standard;partner;si;;netflix;very much;very;very much;;tv series;action;thriller;drama;one-2 episodes;yes;late evening;streaming quality;;disney plus
483;21;male;single;Campania;upper secondary school diploma;student;si;over 24 months ;1;premium;partner;si;;netflix;very much;very;very much;;movies;comedy;action;fantasy;one-2 episodes;yes;late evening;contents;;prime video
